SpeciesCode,taxon,snamn,total_presence,svamp-grupp-släkte,geographyOptions,forestTypeOptions,vegetationTypeOptions,standAgeOptions
SI18-274,Thelephora alnii,Saknar svenskt namn,2,skinnsvamp,Norr,Lövskog,Blåbär,41-90
SI18-291,Lactarius trivialis,skogsriska,2,hattsvamp,Norr,Lövskog,Blåbär,41-90
SI18-351,Tomentella bryophila (coll.) sp.1,Saknar svenskt namn,2,skinnsvamp,Norr,Lövskog,Blåbär,41-90
SI18-43,Cortinarius mucosus/alpinus/fennoscandicus/trivialis,Saknar svenskt namn,2,hattsvamp,Norr,Lövskog,Blåbär,41-90
SI18-771,Tomentella stuposa (coll.) sp.3,Saknar svenskt namn,2,skinnsvamp,Norr,Lövskog,Blåbär,41-90
SI18-909,Tomentellopsis sp.1,Saknar svenskt namn,2,skinnsvamp,Norr,Lövskog,Blåbär,41-90
SI18-1096,Rhizopogon mohelnensis,Saknar svenskt namn,1,tryffel,Norr,Lövskog,Blåbär,41-90
SI18-1158,Cortinarius privignatus,Saknar svenskt namn,1,hattsvamp,Norr,Lövskog,Blåbär,41-90
SI18-1193,Cortinarius laniger,ullspindling,1,hattsvamp,Norr,Lövskog,Blåbär,41-90
SI18-1968,Cortinarius tabularis,lerbrun björkspindling,1,hattsvamp,Norr,Lövskog,Blåbär,41-90
SI18-2161,Hydnotrya michaelis?,Saknar svenskt namn,1,tryffel,Norr,Lövskog,Blåbär,41-90
SI18-223,Cortinarius comptulus,rundsporig spindling,1,hattsvamp,Norr,Lövskog,Blåbär,41-90
SI18-256,Russula velenovskyi,gulröd kremla,1,hattsvamp,Norr,Lövskog,Blåbär,41-90
SI18-257,Cortinarius armeniacus,aprikosspindling,1,hattsvamp,Norr,Lövskog,Blåbär,41-90
SI18-358,Sistotrema albopallescens,Saknar svenskt namn,1,övrigt,Norr,Lövskog,Blåbär,41-90
SI18-393,Cortinarius traganus,bockspindling,1,hattsvamp,Norr,Lövskog,Blåbär,41-90
SI18-424,Cortinarius bivelus,hålspindling,1,hattsvamp,Norr,Lövskog,Blåbär,41-90
SI18-529,Paxillus involutus,Saknar svenskt namn,1,hattsvamp,Norr,Lövskog,Blåbär,41-90
SI18-583,Boletus edulis sp.1,stensopp,1,sopp,Norr,Lövskog,Blåbär,41-90
SI18-610,Cortinarius depressus/heterodepressus,Saknar svenskt namn,1,hattsvamp,Norr,Lövskog,Blåbär,41-90
SI18-665,Tomentella sp.17,Saknar svenskt namn,1,skinnsvamp,Norr,Lövskog,Blåbär,41-90
SI18-915,Tomentella lapida sp.2,Saknar svenskt namn,1,skinnsvamp,Norr,Lövskog,Blåbär,41-90
SI18-962,Cenococcum geophilum (coll.) sp.5,Saknar svenskt namn,1,övrigt,Norr,Lövskog,Blåbär,41-90
SI18-973,Cortinarius acutus,spetsspindling,1,hattsvamp,Norr,Lövskog,Blåbär,41-90
SI21-1335,Cortinarius nigrocuspidatus,Saknar svenskt namn,1,hattsvamp,Norr,Lövskog,Blåbär,41-90
SI21-1398,Cortinarius rusticus,vargspindling,1,hattsvamp,Norr,Lövskog,Blåbär,41-90
SI18-26,Hyaloscypha finlandica sp.1,Saknar svenskt namn,1715,skålsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-4,Cenococcum geophilum (coll.) sp.3,Saknar svenskt namn,1596,övrigt,Norr,Lövskog,Blåbär,allaåldrar
SI18-15,Piloderma sphaerosporum,Saknar svenskt namn,767,skinnsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-31,Piloderma olivaceum sp.1,mörkt ullskinn,462,skinnsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-24,Hyaloscypha variabilis,Saknar svenskt namn,327,skålsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-49,Piloderma bicolor,Saknar svenskt namn,211,skinnsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-43,Cortinarius mucosus/alpinus/fennoscandicus/trivialis,Saknar svenskt namn,188,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-10,Tylospora fibrillosa,bomullsskinn,187,skinnsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-681,Russula vinososordida,falsk vinkremla,167,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-424,Cortinarius bivelus,hålspindling,155,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-74,Amphinema byssoides sp.3,kraterskinn,155,skinnsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-807,Russula chloroides/delica (coll.) sp.1,Saknar svenskt namn,155,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-30,Lactarius rufus,pepparriska,153,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-48,Russula paludosa,storkremla,114,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-54,Cortinarius armillatus,rödbandad spindling,113,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-192,Cortinarius brunneus,umbraspindling,96,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-818,Russula pubescens,lundvinkremla,91,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-191,Piloderma sp.5,Saknar svenskt namn,85,skinnsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-304,Hyaloscypha vraolstadiae sp.1,Saknar svenskt namn,85,skålsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-38,Cortinarius aurae,Saknar svenskt namn,77,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-130,Cortinarius kauffmanianus,Saknar svenskt namn,68,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-90,Polyozellus umbrinus,Saknar svenskt namn,51,Saknas,Norr,Lövskog,Blåbär,allaåldrar
SI18-120,Thelephora terrestris,vårtöra,48,skinnsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-520,Cortinarius casimiri,storsporig spindling,46,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-35,Tylospora asterophora,astralskinn,44,skinnsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-95,Russula vinosa,vinkremla,36,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-444,Lactarius ciliatus,Saknar svenskt namn,35,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-2178,Cortinarius sp.3,Saknar svenskt namn,34,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-626,Russula gracillima,spädkremla,32,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-78,Cortinarius semisanguineus,rödskivig kanelspindling,28,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-2931,Inocybe aff. castanea,Saknar svenskt namn,26,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-396,Cortinarius pholideus,tofsspindling,26,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-141,Tomentellopsis echinospora sp.1,brunt brokskinn,23,skinnsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-797,Cortinarius athabascus,Saknar svenskt namn,23,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-9,Suillus variegatus,sandsopp,23,sopp,Norr,Lövskog,Blåbär,allaåldrar
SI18-274,Thelephora alnii,Saknar svenskt namn,22,skinnsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-359,Suillus flavidus,slemsopp,19,sopp,Norr,Lövskog,Blåbär,allaåldrar
SI18-467,Russula griseascens,Saknar svenskt namn,19,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-727,Cortinarius balaustinus,strålspindling,19,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-89,Atheliaceae sp.3,Saknar svenskt namn,19,Saknas,Norr,Lövskog,Blåbär,allaåldrar
SI18-1279,Serendipita vermifera (coll.) sp.2,Saknar svenskt namn,16,övrigt,Norr,Lövskog,Blåbär,allaåldrar
SI18-153,Lactarius vietus/pilatii,Saknar svenskt namn,16,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-2147,Tomentella coerulea sp.2,Saknar svenskt namn,16,skinnsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-255,Cortinarius betuletorum,Saknar svenskt namn,15,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-313,Russula emetica (coll.) - atrorubens,Saknar svenskt namn,15,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-58,Piloderma olivaceum sp.2,mörkt ullskinn,15,skinnsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-620,Tomentella sp.15,Saknar svenskt namn,15,skinnsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-767,Russula nuoljae (coll.),Saknar svenskt namn,14,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-136,Amphinema byssoides sp.1,kraterskinn,13,skinnsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-418,Hyaloscypha finlandica sp.2,Saknar svenskt namn,13,skålsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-4367,Elaphomyces leveillei,torvhjorttryffel,13,tryffel,Norr,Lövskog,Blåbär,allaåldrar
SI18-4405,Cortinarius decipiens (coll.) falsosus,Saknar svenskt namn,13,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-831,Leccinum sp.1,Saknar svenskt namn,13,sopp,Norr,Lövskog,Blåbär,allaåldrar
SI19-1712,Tomentellopsis submollis sp.1,Saknar svenskt namn,13,skinnsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-2322,Amanita muscaria,röd flugsvamp,12,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-909,Tomentellopsis sp.1,Saknar svenskt namn,12,skinnsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-223,Cortinarius comptulus,rundsporig spindling,11,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-808,Cortinarius acutovelatus,Saknar svenskt namn,11,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-1126,Lactarius deterrimus/fennoscandicus,Saknar svenskt namn,10,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-302,Russula versicolor,skarp sienakremla,10,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-569,Polyozellus tristis,Saknar svenskt namn,10,Saknas,Norr,Lövskog,Blåbär,allaåldrar
SI18-101,Lactarius tabidus,småriska,9,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-132,Atheliaceae sp.1,Saknar svenskt namn,9,Saknas,Norr,Lövskog,Blåbär,allaåldrar
SI18-196,Piloderma sp.6,Saknar svenskt namn,9,skinnsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-402,Hebeloma velutipes (coll.) sp.2,Saknar svenskt namn,9,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-558,Rhizopogon evadens,Saknar svenskt namn,9,tryffel,Norr,Lövskog,Blåbär,allaåldrar
SI18-969,Russula clavipes (coll.),Saknar svenskt namn,9,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI21-4207,Inocybe sp.25,Saknar svenskt namn,9,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-1428,Tuber anniae sp.1,Saknar svenskt namn,8,tryffel,Norr,Lövskog,Blåbär,allaåldrar
SI18-33,Piloderma byssinum,ullskinn,8,skinnsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI21-11756,Tomentella sp.32,Saknar svenskt namn,8,skinnsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI21-1335,Cortinarius nigrocuspidatus,Saknar svenskt namn,8,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-645,Leccinum aff. scabrum sp.2,Saknar svenskt namn,7,sopp,Norr,Lövskog,Blåbär,allaåldrar
SI18-7403,Inocybe geophylla (coll.) sp.4,Saknar svenskt namn,7,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI21-4558,Tomentella sp.86,Saknar svenskt namn,7,skinnsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-2001,Hebeloma mesophaeum (coll.) sp.1,Saknar svenskt namn,6,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-257,Cortinarius armeniacus,aprikosspindling,6,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-914,Cortinarius coleoptera,Saknar svenskt namn,6,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-1072,Tylopilus felleus,gallsopp,5,sopp,Norr,Lövskog,Blåbär,allaåldrar
SI18-2654,Russula acrifolia (coll.),Saknar svenskt namn,5,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-291,Lactarius trivialis,skogsriska,5,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-3222,Cortinarius diasemospermus var. leptospermus sp.2,Saknar svenskt namn,5,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-529,Paxillus involutus,Saknar svenskt namn,5,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-548,Suillus luteus,smörsopp,5,sopp,Norr,Lövskog,Blåbär,allaåldrar
SI18-70,Cortinarius caperatus,rimskivling,5,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-749,Inocybe napipes,knöltråding,5,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI21-4630,Cortinarius colymbadinus/ahsii,Saknar svenskt namn,5,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-227,Russula aquosa,sumpkremla,4,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-2498,Cortinarius caesiobrunneus,Saknar svenskt namn,4,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-28,Russula decolorans,tegelkremla,4,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-3733,Serendipita vermifera (coll.) sp.3,Saknar svenskt namn,4,övrigt,Norr,Lövskog,Blåbär,allaåldrar
SI18-381,Hebeloma velutipes (coll.) sp.1,Saknar svenskt namn,4,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-638,Thaxterogaster scaurus,Saknar svenskt namn,4,Saknas,Norr,Lövskog,Blåbär,allaåldrar
SI18-665,Tomentella sp.17,Saknar svenskt namn,4,skinnsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-886,Inocybe subcarpta sp.2,Saknar svenskt namn,4,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI21-1694,Tomentella sp.67,Saknar svenskt namn,4,skinnsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI21-5932,Cortinarius venustus,skönfotad spindling,4,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI21-945,Cortinarius largus,lundspindling,4,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-1001,Cortinarius diasemospermus var. leptospermus sp.1,Saknar svenskt namn,3,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-1185,Leccinum aff. holopus,Saknar svenskt namn,3,sopp,Norr,Lövskog,Blåbär,allaåldrar
SI18-2161,Hydnotrya michaelis?,Saknar svenskt namn,3,tryffel,Norr,Lövskog,Blåbär,allaåldrar
SI18-3273,Phlegmacium saginum,Saknar svenskt namn,3,Saknas,Norr,Lövskog,Blåbär,allaåldrar
SI18-347,Cortinarius malachius,malvaspindling,3,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-393,Cortinarius traganus,bockspindling,3,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-4006,Tomentella cinerascens sp.1,Saknar svenskt namn,3,skinnsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-422,Wilcoxina rehmii sp.1,Saknar svenskt namn,3,skålsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-996,Cortinarius rigens,Saknar svenskt namn,3,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI21-1708,Tomentellopsis sp.3,Saknar svenskt namn,3,skinnsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI21-2868,Tylospora sp.2,Saknar svenskt namn,3,skinnsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-1027,Alpova corsicus,Saknar svenskt namn,2,tryffel,Norr,Lövskog,Blåbär,allaåldrar
SI18-1158,Cortinarius privignatus,Saknar svenskt namn,2,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-1674,Piloderma sp.4,Saknar svenskt namn,2,skinnsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-351,Tomentella bryophila (coll.) sp.1,Saknar svenskt namn,2,skinnsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-358,Sistotrema albopallescens,Saknar svenskt namn,2,övrigt,Norr,Lövskog,Blåbär,allaåldrar
SI18-374,Laccaria laccata (coll.),Saknar svenskt namn,2,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-493,Gautieria cf otthii,Saknar svenskt namn,2,tryffel,Norr,Lövskog,Blåbär,allaåldrar
SI18-525,Russula nitida/sphagnophila (coll.),Saknar svenskt namn,2,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-642,Cortinarius biformis,gycklarspindling,2,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-771,Tomentella stuposa (coll.) sp.3,Saknar svenskt namn,2,skinnsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-849,Thelephoraceae sp.7,Saknar svenskt namn,2,Saknas,Norr,Lövskog,Blåbär,allaåldrar
SI21-13360,Rhizopogon,Saknar svenskt namn,2,tryffel,Norr,Lövskog,Blåbär,allaåldrar
SI21-1881,Cortinarius sanguineus,Saknar svenskt namn,2,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI21-2576,Lactarius musteus,tallriska,2,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI21-3993,Hydnotrya bailii,Saknar svenskt namn,2,tryffel,Norr,Lövskog,Blåbär,allaåldrar
SI18-1096,Rhizopogon mohelnensis,Saknar svenskt namn,1,tryffel,Norr,Lövskog,Blåbär,allaåldrar
SI18-1193,Cortinarius laniger,ullspindling,1,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-127,Suillus bovinus,örsopp,1,sopp,Norr,Lövskog,Blåbär,allaåldrar
SI18-1282,Xerocomus ferrugineus,vitköttig sammetssopp,1,sopp,Norr,Lövskog,Blåbär,allaåldrar
SI18-1461,Cortinarius talus,halmspindling,1,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-163,Cortinarius gentilis,gulbandad spindling,1,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-1772,Atheliaceae sp.2,Saknar svenskt namn,1,Saknas,Norr,Lövskog,Blåbär,allaåldrar
SI18-1968,Cortinarius tabularis,lerbrun björkspindling,1,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-2037,Cortinarius clarobrunneus (coll.) sp.1,Saknar svenskt namn,1,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-208,Laccaria laccata,laxskivling,1,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-2186,Leccinum aff. scabrum sp.1,Saknar svenskt namn,1,sopp,Norr,Lövskog,Blåbär,allaåldrar
SI18-256,Russula velenovskyi,gulröd kremla,1,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-2646,Otidea sp.2,Saknar svenskt namn,1,skålsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-272,Polyozellus sp.2,Saknar svenskt namn,1,Saknas,Norr,Lövskog,Blåbär,allaåldrar
SI18-4041,Cortinarius aff. laetus,Saknar svenskt namn,1,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-430,Chalciporus piperatus,Saknar svenskt namn,1,sopp,Norr,Lövskog,Blåbär,allaåldrar
SI18-479,Leccinum variicolor,fläcksopp,1,sopp,Norr,Lövskog,Blåbär,allaåldrar
SI18-583,Boletus edulis sp.1,stensopp,1,sopp,Norr,Lövskog,Blåbär,allaåldrar
SI18-610,Cortinarius depressus/heterodepressus,Saknar svenskt namn,1,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-617,Otidea brunneoparva,Saknar svenskt namn,1,skålsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-915,Tomentella lapida sp.2,Saknar svenskt namn,1,skinnsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-943,Tricholoma fulvum,fläckmusseron,1,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-962,Cenococcum geophilum (coll.) sp.5,Saknar svenskt namn,1,övrigt,Norr,Lövskog,Blåbär,allaåldrar
SI18-973,Cortinarius acutus,spetsspindling,1,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI21-13224,Hydnellum ferrugineum,dropptaggsvamp,1,Saknas,Norr,Lövskog,Blåbär,allaåldrar
SI21-1398,Cortinarius rusticus,vargspindling,1,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI21-1554,Hebeloma cylindrosporum (coll.),Saknar svenskt namn,1,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI21-2481,Hebeloma sp.3,Saknar svenskt namn,1,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI21-7524,Cortinarius hadrocroceus,Saknar svenskt namn,1,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI21-8444,Cortinarius pseudoflabellus,Saknar svenskt namn,1,hattsvamp,Norr,Lövskog,Blåbär,allaåldrar
SI18-26,Hyaloscypha finlandica sp.1,Saknar svenskt namn,123,skålsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-725,Russula claroflava,gulkremla,111,hattsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-4,Cenococcum geophilum (coll.) sp.3,Saknar svenskt namn,103,övrigt,Norr,Lövskog,Bredblad gräs,1-40
SI18-256,Russula velenovskyi,gulröd kremla,49,hattsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-35,Tylospora asterophora,astralskinn,42,skinnsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-274,Thelephora alnii,Saknar svenskt namn,20,skinnsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-304,Hyaloscypha vraolstadiae sp.1,Saknar svenskt namn,19,skålsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-153,Lactarius vietus/pilatii,Saknar svenskt namn,13,hattsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-1699,Tretomyces lutescens,gult markskinn,11,skinnsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-208,Laccaria laccata,laxskivling,11,hattsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-255,Cortinarius betuletorum,Saknar svenskt namn,9,hattsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-702,Rhizopogon luteolus,gulbrun hartryffel,9,tryffel,Norr,Lövskog,Bredblad gräs,1-40
SI19-1712,Tomentellopsis submollis sp.1,Saknar svenskt namn,9,skinnsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-801,Russula aeruginea,grönkremla,8,hattsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-374,Laccaria laccata (coll.),Saknar svenskt namn,6,hattsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-90,Polyozellus umbrinus,Saknar svenskt namn,6,Saknas,Norr,Lövskog,Bredblad gräs,1-40
SI18-120,Thelephora terrestris,vårtöra,5,skinnsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-1203,Inocybe rufoalba,Saknar svenskt namn,5,hattsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-24,Hyaloscypha variabilis,Saknar svenskt namn,5,skålsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-89,Atheliaceae sp.3,Saknar svenskt namn,5,Saknas,Norr,Lövskog,Bredblad gräs,1-40
SI18-335,Trichophaea sp.4,Saknar svenskt namn,4,skålsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-396,Cortinarius pholideus,tofsspindling,4,hattsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-430,Chalciporus piperatus,Saknar svenskt namn,4,sopp,Norr,Lövskog,Bredblad gräs,1-40
SI18-593,Cortinarius sp.8,Saknar svenskt namn,4,hattsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-978,Lactarius glyciosmus,kokosriska,4,hattsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-1096,Rhizopogon mohelnensis,Saknar svenskt namn,3,tryffel,Norr,Lövskog,Bredblad gräs,1-40
SI18-1428,Tuber anniae sp.1,Saknar svenskt namn,3,tryffel,Norr,Lövskog,Bredblad gräs,1-40
SI18-320,Tomentella badia sp.2,Saknar svenskt namn,3,skinnsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-479,Leccinum variicolor,fläcksopp,3,sopp,Norr,Lövskog,Bredblad gräs,1-40
SI18-529,Paxillus involutus,Saknar svenskt namn,3,hattsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-645,Leccinum aff. scabrum sp.2,Saknar svenskt namn,3,sopp,Norr,Lövskog,Bredblad gräs,1-40
SI21-1959,Cortinarius valgus,glatt rättikspindling,3,hattsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI21-3482,Cortinarius illibatus,Saknar svenskt namn,3,hattsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI21-3695,Entoloma melenosmum,Saknar svenskt namn,3,hattsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI21-5110,Thaxterogaster porphyropus (coll.) porphyropus,Saknar svenskt namn,3,Saknas,Norr,Lövskog,Bredblad gräs,1-40
SI21-8034,Cortinarius boreotrichus,Saknar svenskt namn,3,hattsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-130,Cortinarius kauffmanianus,Saknar svenskt namn,2,hattsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-30,Lactarius rufus,pepparriska,2,hattsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-369,Lactarius necator,svartriska,2,hattsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-610,Cortinarius depressus/heterodepressus,Saknar svenskt namn,2,hattsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-683,Naucoria scolecina,mörk alskräling,2,hattsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-808,Cortinarius acutovelatus,Saknar svenskt namn,2,hattsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-810,Elaphomyces muricatus,marmorerad hjorttryffel,2,tryffel,Norr,Lövskog,Bredblad gräs,1-40
SI18-136,Amphinema byssoides sp.1,kraterskinn,1,skinnsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-141,Tomentellopsis echinospora sp.1,brunt brokskinn,1,skinnsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-2322,Amanita muscaria,röd flugsvamp,1,hattsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-548,Suillus luteus,smörsopp,1,sopp,Norr,Lövskog,Bredblad gräs,1-40
SI18-74,Amphinema byssoides sp.3,kraterskinn,1,skinnsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-9,Suillus variegatus,sandsopp,1,sopp,Norr,Lövskog,Bredblad gräs,1-40
SI18-9713,Tomentella pilosa,Saknar svenskt namn,1,skinnsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-998,Sistotrema alboluteum (coll.) sp.2,Saknar svenskt namn,1,övrigt,Norr,Lövskog,Bredblad gräs,1-40
SI21-1648,Cortinarius parvannulatus/neofallax sp.2,Saknar svenskt namn,1,hattsvamp,Norr,Lövskog,Bredblad gräs,1-40
