SpeciesCode,taxon,snamn,total_presence,svamp-grupp-släkte,geographyOptions,forestTypeOptions,vegetationTypeOptions,standAgeOptions
SI21-3993,Hydnotrya bailii,Saknar svenskt namn,1,tryffel,Norr,Lövskog,Bredblad gräs,1-40
SI21-7524,Cortinarius hadrocroceus,Saknar svenskt namn,1,hattsvamp,Norr,Lövskog,Bredblad gräs,1-40
SI18-4,Cenococcum geophilum (coll.) sp.3,Saknar svenskt namn,42,övrigt,Norr,Lövskog,Bredblad gräs,41-90
SI18-26,Hyaloscypha finlandica sp.1,Saknar svenskt namn,17,skålsvamp,Norr,Lövskog,Bredblad gräs,41-90
SI18-10,Tylospora fibrillosa,bomullsskinn,5,skinnsvamp,Norr,Lövskog,Bredblad gräs,41-90
SI18-153,Lactarius vietus/pilatii,Saknar svenskt namn,4,hattsvamp,Norr,Lövskog,Bredblad gräs,41-90
SI18-214,Russula emetica (coll.) - betularum,Saknar svenskt namn,3,hattsvamp,Norr,Lövskog,Bredblad gräs,41-90
SI18-569,Polyozellus tristis,Saknar svenskt namn,3,Saknas,Norr,Lövskog,Bredblad gräs,41-90
SI18-141,Tomentellopsis echinospora sp.1,brunt brokskinn,2,skinnsvamp,Norr,Lövskog,Bredblad gräs,41-90
SI18-54,Cortinarius armillatus,rödbandad spindling,2,hattsvamp,Norr,Lövskog,Bredblad gräs,41-90
SI21-12466,Tricholoma viridilutescens,gulgrön kantmusseron,2,hattsvamp,Norr,Lövskog,Bredblad gräs,41-90
SI18-208,Laccaria laccata,laxskivling,1,hattsvamp,Norr,Lövskog,Bredblad gräs,41-90
SI18-2108,Cortinarius alboviolaceus,blekviolett spindling,1,hattsvamp,Norr,Lövskog,Bredblad gräs,41-90
SI18-255,Cortinarius betuletorum,Saknar svenskt namn,1,hattsvamp,Norr,Lövskog,Bredblad gräs,41-90
SI18-396,Cortinarius pholideus,tofsspindling,1,hattsvamp,Norr,Lövskog,Bredblad gräs,41-90
SI18-525,Russula nitida/sphagnophila (coll.),Saknar svenskt namn,1,hattsvamp,Norr,Lövskog,Bredblad gräs,41-90
SI18-645,Leccinum aff. scabrum sp.2,Saknar svenskt namn,1,sopp,Norr,Lövskog,Bredblad gräs,41-90
SI18-89,Atheliaceae sp.3,Saknar svenskt namn,1,Saknas,Norr,Lövskog,Bredblad gräs,41-90
SI18-90,Polyozellus umbrinus,Saknar svenskt namn,1,Saknas,Norr,Lövskog,Bredblad gräs,41-90
SI18-943,Tricholoma fulvum,fläckmusseron,1,hattsvamp,Norr,Lövskog,Bredblad gräs,41-90
SI18-4,Cenococcum geophilum (coll.) sp.3,Saknar svenskt namn,167,övrigt,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-26,Hyaloscypha finlandica sp.1,Saknar svenskt namn,141,skålsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-725,Russula claroflava,gulkremla,111,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-256,Russula velenovskyi,gulröd kremla,49,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-35,Tylospora asterophora,astralskinn,43,skinnsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-304,Hyaloscypha vraolstadiae sp.1,Saknar svenskt namn,21,skålsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-274,Thelephora alnii,Saknar svenskt namn,20,skinnsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-153,Lactarius vietus/pilatii,Saknar svenskt namn,17,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-208,Laccaria laccata,laxskivling,12,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-1699,Tretomyces lutescens,gult markskinn,11,skinnsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-255,Cortinarius betuletorum,Saknar svenskt namn,10,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-90,Polyozellus umbrinus,Saknar svenskt namn,10,Saknas,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-702,Rhizopogon luteolus,gulbrun hartryffel,9,tryffel,Norr,Lövskog,Bredblad gräs,allaåldrar
SI19-1712,Tomentellopsis submollis sp.1,Saknar svenskt namn,9,skinnsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-74,Amphinema byssoides sp.3,kraterskinn,8,skinnsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-801,Russula aeruginea,grönkremla,8,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-89,Atheliaceae sp.3,Saknar svenskt namn,7,Saknas,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-351,Tomentella bryophila (coll.) sp.1,Saknar svenskt namn,6,skinnsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-374,Laccaria laccata (coll.),Saknar svenskt namn,6,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-569,Polyozellus tristis,Saknar svenskt namn,6,Saknas,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-10,Tylospora fibrillosa,bomullsskinn,5,skinnsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-1047,Entoloma sericatum,Saknar svenskt namn,5,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-1096,Rhizopogon mohelnensis,Saknar svenskt namn,5,tryffel,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-120,Thelephora terrestris,vårtöra,5,skinnsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-1203,Inocybe rufoalba,Saknar svenskt namn,5,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-24,Hyaloscypha variabilis,Saknar svenskt namn,5,skålsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-396,Cortinarius pholideus,tofsspindling,5,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-593,Cortinarius sp.8,Saknar svenskt namn,5,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-335,Trichophaea sp.4,Saknar svenskt namn,4,skålsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-430,Chalciporus piperatus,Saknar svenskt namn,4,sopp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-645,Leccinum aff. scabrum sp.2,Saknar svenskt namn,4,sopp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-978,Lactarius glyciosmus,kokosriska,4,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-132,Atheliaceae sp.1,Saknar svenskt namn,3,Saknas,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-141,Tomentellopsis echinospora sp.1,brunt brokskinn,3,skinnsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-1428,Tuber anniae sp.1,Saknar svenskt namn,3,tryffel,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-214,Russula emetica (coll.) - betularum,Saknar svenskt namn,3,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-320,Tomentella badia sp.2,Saknar svenskt namn,3,skinnsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-43,Cortinarius mucosus/alpinus/fennoscandicus/trivialis,Saknar svenskt namn,3,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-479,Leccinum variicolor,fläcksopp,3,sopp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-529,Paxillus involutus,Saknar svenskt namn,3,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI21-1959,Cortinarius valgus,glatt rättikspindling,3,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI21-3363,Tomentella stuposa (coll.) sp.7,Saknar svenskt namn,3,skinnsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI21-3401,Tomentella sp.74,Saknar svenskt namn,3,skinnsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI21-3482,Cortinarius illibatus,Saknar svenskt namn,3,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI21-3695,Entoloma melenosmum,Saknar svenskt namn,3,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI21-5110,Thaxterogaster porphyropus (coll.) porphyropus,Saknar svenskt namn,3,Saknas,Norr,Lövskog,Bredblad gräs,allaåldrar
SI21-8034,Cortinarius boreotrichus,Saknar svenskt namn,3,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-1050,Sistotrema sp.1,Saknar svenskt namn,2,övrigt,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-130,Cortinarius kauffmanianus,Saknar svenskt namn,2,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-30,Lactarius rufus,pepparriska,2,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-369,Lactarius necator,svartriska,2,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-54,Cortinarius armillatus,rödbandad spindling,2,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-610,Cortinarius depressus/heterodepressus,Saknar svenskt namn,2,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-683,Naucoria scolecina,mörk alskräling,2,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-808,Cortinarius acutovelatus,Saknar svenskt namn,2,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-810,Elaphomyces muricatus,marmorerad hjorttryffel,2,tryffel,Norr,Lövskog,Bredblad gräs,allaåldrar
SI21-12466,Tricholoma viridilutescens,gulgrön kantmusseron,2,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-1080,Cortinarius subpaleaceus,Saknar svenskt namn,1,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-136,Amphinema byssoides sp.1,kraterskinn,1,skinnsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-1779,Thelephoraceae sp.2,Saknar svenskt namn,1,Saknas,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-2108,Cortinarius alboviolaceus,blekviolett spindling,1,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-2322,Amanita muscaria,röd flugsvamp,1,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-349,Hysterangium sp.1,Saknar svenskt namn,1,tryffel,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-422,Wilcoxina rehmii sp.1,Saknar svenskt namn,1,skålsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-49,Piloderma bicolor,Saknar svenskt namn,1,skinnsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-520,Cortinarius casimiri,storsporig spindling,1,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-525,Russula nitida/sphagnophila (coll.),Saknar svenskt namn,1,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-548,Suillus luteus,smörsopp,1,sopp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-558,Rhizopogon evadens,Saknar svenskt namn,1,tryffel,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-78,Cortinarius semisanguineus,rödskivig kanelspindling,1,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-9,Suillus variegatus,sandsopp,1,sopp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-943,Tricholoma fulvum,fläckmusseron,1,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-9713,Tomentella pilosa,Saknar svenskt namn,1,skinnsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-996,Cortinarius rigens,Saknar svenskt namn,1,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-998,Sistotrema alboluteum (coll.) sp.2,Saknar svenskt namn,1,övrigt,Norr,Lövskog,Bredblad gräs,allaåldrar
SI21-1648,Cortinarius parvannulatus/neofallax sp.2,Saknar svenskt namn,1,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI21-3993,Hydnotrya bailii,Saknar svenskt namn,1,tryffel,Norr,Lövskog,Bredblad gräs,allaåldrar
SI21-7524,Cortinarius hadrocroceus,Saknar svenskt namn,1,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI21-8797,Cortinarius annae-maritae,Saknar svenskt namn,1,hattsvamp,Norr,Lövskog,Bredblad gräs,allaåldrar
SI18-4,Cenococcum geophilum (coll.) sp.3,Saknar svenskt namn,511,övrigt,Norr,Lövskog,Högört,1-40
SI18-1020,Inosperma acutofulvum,Saknar svenskt namn,460,Saknas,Norr,Lövskog,Högört,1-40
SI18-31,Piloderma olivaceum sp.1,mörkt ullskinn,400,skinnsvamp,Norr,Lövskog,Högört,1-40
SI18-10,Tylospora fibrillosa,bomullsskinn,185,skinnsvamp,Norr,Lövskog,Högört,1-40
SI18-15,Piloderma sphaerosporum,Saknar svenskt namn,143,skinnsvamp,Norr,Lövskog,Högört,1-40
SI21-2869,Gyrodon lividus,alsopp,98,Saknas,Norr,Lövskog,Högört,1-40
SI18-3257,Laccaria laccata var. pallidifolia,Saknar svenskt namn,87,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-26,Hyaloscypha finlandica sp.1,Saknar svenskt namn,86,skålsvamp,Norr,Lövskog,Högört,1-40
SI18-1138,Thelephora alnii (coll.) sp.1,Saknar svenskt namn,81,skinnsvamp,Norr,Lövskog,Högört,1-40
SI18-444,Lactarius ciliatus,Saknar svenskt namn,81,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-1021,Cenococcum geophilum (coll.) sp.1,Saknar svenskt namn,75,övrigt,Norr,Lövskog,Högört,1-40
SI18-101,Lactarius tabidus,småriska,71,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-1808,Tomentella sp.6,Saknar svenskt namn,66,skinnsvamp,Norr,Lövskog,Högört,1-40
SI18-520,Cortinarius casimiri,storsporig spindling,59,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-586,Humaria hemisphaerica,luddskål,55,skålsvamp,Norr,Lövskog,Högört,1-40
SI18-849,Thelephoraceae sp.7,Saknar svenskt namn,53,Saknas,Norr,Lövskog,Högört,1-40
SI18-335,Trichophaea sp.4,Saknar svenskt namn,47,skålsvamp,Norr,Lövskog,Högört,1-40
SI18-35,Tylospora asterophora,astralskinn,40,skinnsvamp,Norr,Lövskog,Högört,1-40
SI21-2847,Cortinarius decipiens (coll.) fuscoflexipes,Saknar svenskt namn,39,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-1505,Tomentella sp.5,Saknar svenskt namn,36,skinnsvamp,Norr,Lövskog,Högört,1-40
SI18-90,Polyozellus umbrinus,Saknar svenskt namn,35,Saknas,Norr,Lövskog,Högört,1-40
SI18-381,Hebeloma velutipes (coll.) sp.1,Saknar svenskt namn,32,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-683,Naucoria scolecina,mörk alskräling,31,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-24,Hyaloscypha variabilis,Saknar svenskt namn,23,skålsvamp,Norr,Lövskog,Högört,1-40
SI18-120,Thelephora terrestris,vårtöra,22,skinnsvamp,Norr,Lövskog,Högört,1-40
SI18-912,Trichophaea sp.5,Saknar svenskt namn,19,skålsvamp,Norr,Lövskog,Högört,1-40
SI21-4201,Sebacina sp.20,Saknar svenskt namn,19,övrigt,Norr,Lövskog,Högört,1-40
SI18-4131,Tomentella sp.13,Saknar svenskt namn,17,skinnsvamp,Norr,Lövskog,Högört,1-40
SI21-6231,Hyaloscypha sp.8,Saknar svenskt namn,14,skålsvamp,Norr,Lövskog,Högört,1-40
SI18-1168,Cortinarius latiodistributus,Saknar svenskt namn,13,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-1772,Atheliaceae sp.2,Saknar svenskt namn,10,Saknas,Norr,Lövskog,Högört,1-40
SI18-214,Russula emetica (coll.) - betularum,Saknar svenskt namn,10,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-227,Russula aquosa,sumpkremla,10,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-30,Lactarius rufus,pepparriska,10,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-89,Atheliaceae sp.3,Saknar svenskt namn,10,Saknas,Norr,Lövskog,Högört,1-40
SI18-896,Thelephora alnii (coll.) sp.2,Saknar svenskt namn,10,skinnsvamp,Norr,Lövskog,Högört,1-40
SI18-402,Hebeloma velutipes (coll.) sp.2,Saknar svenskt namn,9,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-529,Paxillus involutus,Saknar svenskt namn,9,hattsvamp,Norr,Lövskog,Högört,1-40
SI21-9251,Wilcoxina rehmii sp.2,Saknar svenskt namn,9,skålsvamp,Norr,Lövskog,Högört,1-40
SI21-9630,Tomentella lateritia,Saknar svenskt namn,9,skinnsvamp,Norr,Lövskog,Högört,1-40
SI18-304,Hyaloscypha vraolstadiae sp.1,Saknar svenskt namn,8,skålsvamp,Norr,Lövskog,Högört,1-40
SI21-1881,Cortinarius sanguineus,Saknar svenskt namn,8,hattsvamp,Norr,Lövskog,Högört,1-40
SI21-2510,Polyozellus sp.12,Saknar svenskt namn,8,Saknas,Norr,Lövskog,Högört,1-40
SI18-2209,Inocybe mixtilis,löktråding,7,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-8185,Tomentella ellisii sp.2,Saknar svenskt namn,7,skinnsvamp,Norr,Lövskog,Högört,1-40
SI21-3347,Tomentella sp.73,Saknar svenskt namn,7,skinnsvamp,Norr,Lövskog,Högört,1-40
SI18-1096,Rhizopogon mohelnensis,Saknar svenskt namn,6,tryffel,Norr,Lövskog,Högört,1-40
SI18-2001,Hebeloma mesophaeum (coll.) sp.1,Saknar svenskt namn,6,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-274,Thelephora alnii,Saknar svenskt namn,6,skinnsvamp,Norr,Lövskog,Högört,1-40
SI18-479,Leccinum variicolor,fläcksopp,6,sopp,Norr,Lövskog,Högört,1-40
SI18-665,Tomentella sp.17,Saknar svenskt namn,6,skinnsvamp,Norr,Lövskog,Högört,1-40
SI18-978,Lactarius glyciosmus,kokosriska,6,hattsvamp,Norr,Lövskog,Högört,1-40
SI21-12543,Genabea hyalospora,Saknar svenskt namn,6,Saknas,Norr,Lövskog,Högört,1-40
SI21-15107,Tuber sp.3,Saknar svenskt namn,6,tryffel,Norr,Lövskog,Högört,1-40
SI21-9948,Thelephora sp.14,Saknar svenskt namn,6,skinnsvamp,Norr,Lövskog,Högört,1-40
SI18-3295,Inocybe sp.7,Saknar svenskt namn,5,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-369,Lactarius necator,svartriska,5,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-374,Laccaria laccata (coll.),Saknar svenskt namn,5,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-610,Cortinarius depressus/heterodepressus,Saknar svenskt namn,5,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-909,Tomentellopsis sp.1,Saknar svenskt namn,5,skinnsvamp,Norr,Lövskog,Högört,1-40
SI21-12341,Tuber sp.2,Saknar svenskt namn,5,tryffel,Norr,Lövskog,Högört,1-40
SI21-4228,Tomentella sp.82,Saknar svenskt namn,5,skinnsvamp,Norr,Lövskog,Högört,1-40
SI18-1247,Serendipita sp.1,Saknar svenskt namn,4,övrigt,Norr,Lövskog,Högört,1-40
SI18-130,Cortinarius kauffmanianus,Saknar svenskt namn,4,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-153,Lactarius vietus/pilatii,Saknar svenskt namn,4,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-2045,Tomentella sp.8,Saknar svenskt namn,4,skinnsvamp,Norr,Lövskog,Högört,1-40
SI18-54,Cortinarius armillatus,rödbandad spindling,4,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-74,Amphinema byssoides sp.3,kraterskinn,4,skinnsvamp,Norr,Lövskog,Högört,1-40
SI18-78,Cortinarius semisanguineus,rödskivig kanelspindling,4,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-882,Polyozellus sp.5,Saknar svenskt namn,4,Saknas,Norr,Lövskog,Högört,1-40
SI18-943,Tricholoma fulvum,fläckmusseron,4,hattsvamp,Norr,Lövskog,Högört,1-40
SI21-13855,Tomentella sp.52,Saknar svenskt namn,4,skinnsvamp,Norr,Lövskog,Högört,1-40
SI21-7304,Genabea fragilis,Saknar svenskt namn,4,Saknas,Norr,Lövskog,Högört,1-40
SI18-1047,Entoloma sericatum,Saknar svenskt namn,3,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-1760,Imleria badia,brunsopp,3,sopp,Norr,Lövskog,Högört,1-40
SI18-2020,Serendipita sp.2,Saknar svenskt namn,3,övrigt,Norr,Lövskog,Högört,1-40
SI18-255,Cortinarius betuletorum,Saknar svenskt namn,3,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-2703,Geopora sp.1,Saknar svenskt namn,3,tryffel,Norr,Lövskog,Högört,1-40
SI18-3113,Inocybe lacera var. helobia,Saknar svenskt namn,3,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-5188,Tricholoma stiparophyllum,rättikmusseron,3,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-801,Russula aeruginea,grönkremla,3,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-825,Naucoria bohemica,silverskräling,3,hattsvamp,Norr,Lövskog,Högört,1-40
SI21-14827,Sebacina sp.18,Saknar svenskt namn,3,övrigt,Norr,Lövskog,Högört,1-40
SI21-3196,Cortinarius sp.43,Saknar svenskt namn,3,hattsvamp,Norr,Lövskog,Högört,1-40
SI21-5457,Sebacina sp.23,Saknar svenskt namn,3,övrigt,Norr,Lövskog,Högört,1-40
SI18-1027,Alpova corsicus,Saknar svenskt namn,2,tryffel,Norr,Lövskog,Högört,1-40
SI18-1203,Inocybe rufoalba,Saknar svenskt namn,2,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-136,Amphinema byssoides sp.1,kraterskinn,2,skinnsvamp,Norr,Lövskog,Högört,1-40
SI18-192,Cortinarius brunneus,umbraspindling,2,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-196,Piloderma sp.6,Saknar svenskt namn,2,skinnsvamp,Norr,Lövskog,Högört,1-40
SI18-3396,Cortinarius sp.7,Saknar svenskt namn,2,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-396,Cortinarius pholideus,tofsspindling,2,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-3973,Cortinarius praestigiosus,Saknar svenskt namn,2,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-43,Cortinarius mucosus/alpinus/fennoscandicus/trivialis,Saknar svenskt namn,2,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-49,Piloderma bicolor,Saknar svenskt namn,2,skinnsvamp,Norr,Lövskog,Högört,1-40
SI18-583,Boletus edulis sp.1,stensopp,2,sopp,Norr,Lövskog,Högört,1-40
SI18-6272,Sistotrema sp.2,Saknar svenskt namn,2,övrigt,Norr,Lövskog,Högört,1-40
SI18-642,Cortinarius biformis,gycklarspindling,2,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-645,Leccinum aff. scabrum sp.2,Saknar svenskt namn,2,sopp,Norr,Lövskog,Högört,1-40
SI18-702,Rhizopogon luteolus,gulbrun hartryffel,2,tryffel,Norr,Lövskog,Högört,1-40
SI18-783,Tomentella stuposa (coll.) sp.4,Saknar svenskt namn,2,skinnsvamp,Norr,Lövskog,Högört,1-40
SI21-10955,Tomentellopsis echinospora sp.2,brunt brokskinn,2,skinnsvamp,Norr,Lövskog,Högört,1-40
SI21-12090,Cortinarius fillionii,Saknar svenskt namn,2,hattsvamp,Norr,Lövskog,Högört,1-40
SI21-12323,Naucoria sp.1,Saknar svenskt namn,2,hattsvamp,Norr,Lövskog,Högört,1-40
SI21-5091,Inocybe dulcamara,bittersöt tråding,2,hattsvamp,Norr,Lövskog,Högört,1-40
SI21-5479,Lactarius brunneohepaticus,Saknar svenskt namn,2,hattsvamp,Norr,Lövskog,Högört,1-40
SI21-8037,Tomentella sp.109,Saknar svenskt namn,2,skinnsvamp,Norr,Lövskog,Högört,1-40
SI18-10017,Laccaria sp.1,Saknar svenskt namn,1,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-1090,Paxillus aff. involutus,Saknar svenskt namn,1,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-1116,Laccaria tortilis sp.1,dvärglaxskivling,1,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-1119,Tomentella ellisii sp.1,Saknar svenskt namn,1,skinnsvamp,Norr,Lövskog,Högört,1-40
SI18-1185,Leccinum aff. holopus,Saknar svenskt namn,1,sopp,Norr,Lövskog,Högört,1-40
SI18-1546,Cortinarius saniosus,gultrådig spindling,1,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-1619,Cortinarius subobtusus,Saknar svenskt namn,1,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-1717,Cortinarius suberi,Saknar svenskt namn,1,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-208,Laccaria laccata,laxskivling,1,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-2147,Tomentella coerulea sp.2,Saknar svenskt namn,1,skinnsvamp,Norr,Lövskog,Högört,1-40
SI18-223,Cortinarius comptulus,rundsporig spindling,1,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-2322,Amanita muscaria,röd flugsvamp,1,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-257,Cortinarius armeniacus,aprikosspindling,1,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-3222,Cortinarius diasemospermus var. leptospermus sp.2,Saknar svenskt namn,1,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-3492,Thelephora atra-2,Saknar svenskt namn,1,skinnsvamp,Norr,Lövskog,Högört,1-40
SI18-424,Cortinarius bivelus,hålspindling,1,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-4405,Cortinarius decipiens (coll.) falsosus,Saknar svenskt namn,1,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-471,Cortinarius subscotoides,Saknar svenskt namn,1,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-493,Gautieria cf otthii,Saknar svenskt namn,1,tryffel,Norr,Lövskog,Högört,1-40
SI18-534,Rhizopogon graveolens f. pomaceus,Saknar svenskt namn,1,tryffel,Norr,Lövskog,Högört,1-40
SI18-548,Suillus luteus,smörsopp,1,sopp,Norr,Lövskog,Högört,1-40
SI18-593,Cortinarius sp.8,Saknar svenskt namn,1,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-597,Cortinarius flexipes var. flabellus sp.2,barrtoppspindling,1,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-620,Tomentella sp.15,Saknar svenskt namn,1,skinnsvamp,Norr,Lövskog,Högört,1-40
SI18-640,Hebeloma crustuliniforme (coll.) sp.1,Saknar svenskt namn,1,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-797,Cortinarius athabascus,Saknar svenskt namn,1,hattsvamp,Norr,Lövskog,Högört,1-40
SI18-9,Suillus variegatus,sandsopp,1,sopp,Norr,Lövskog,Högört,1-40
SI18-9713,Tomentella pilosa,Saknar svenskt namn,1,skinnsvamp,Norr,Lövskog,Högört,1-40
SI21-11232,Sebacina sp.11,Saknar svenskt namn,1,övrigt,Norr,Lövskog,Högört,1-40
SI21-1554,Hebeloma cylindrosporum (coll.),Saknar svenskt namn,1,hattsvamp,Norr,Lövskog,Högört,1-40
SI21-2226,Cortinarius alnetorum,mörk alspindling,1,hattsvamp,Norr,Lövskog,Högört,1-40
